crop_year,crop_year_start,month,month_order,price_kind,market_level,product_type,unit,price,source_period,source_file
2019-2020,2019,June,10,monthly_average,wholesale,raw_sugar,PHP/LKg,1700.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,June,10,monthly_average,wholesale,refined_sugar,PHP/LKg,2244.86,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,June,10,monthly_average,wholesale,refined_sugar,PHP/LKg,22550.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,June,10,monthly_average,wholesale,washed_sugar,PHP/LKg,1956.67,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,June,10,monthly_average,wholesale,washed_sugar,PHP/LKg,1880.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,July,11,monthly_average,retail_wet_market,raw_sugar,PHP/kg,47.98,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,July,11,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,July,11,monthly_average,retail_wet_market,refined_sugar,PHP/kg,54.97,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,July,11,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,July,11,monthly_average,retail_wet_market,washed_sugar,PHP/kg,51.29,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,July,11,monthly_average,retail_wet_market,washed_sugar,PHP/kg,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,July,11,monthly_average,wholesale,raw_sugar,PHP/LKg,1744.5,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,July,11,monthly_average,wholesale,raw_sugar,PHP/LKg,1700.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,July,11,monthly_average,wholesale,refined_sugar,PHP/LKg,2224.21,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,July,11,monthly_average,wholesale,refined_sugar,PHP/LKg,2250.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,1893.61,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,1850.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,47.91,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,54.96,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,51.28,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,49.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,1736.39,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,1700.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,August,12,monthly_average,wholesale,refined_sugar,PHP/LKg,2201.11,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,August,12,monthly_average,wholesale,refined_sugar,PHP/LKg,2250.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,August,12,monthly_average,wholesale,washed_sugar,PHP/LKg,1885.45,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,August,12,monthly_average,wholesale,washed_sugar,PHP/LKg,1850.0,2015-2020,data\extracted\metro_manila_prices\2015-2020\table_02_lattice.csv
2020-2021,2020,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,44.68,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,44.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,52.51,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,46.69,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,45.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,1741.33,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,1700.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,2151.45,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,2200.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,1862.57,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,1850.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,October,2,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.03,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,October,2,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,October,2,monthly_average,retail_wet_market,refined_sugar,PHP/kg,52.12,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,October,2,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,October,2,monthly_average,retail_wet_market,washed_sugar,PHP/kg,46.68,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,October,2,monthly_average,retail_wet_market,washed_sugar,PHP/kg,45.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,October,2,monthly_average,wholesale,raw_sugar,PHP/LKg,1706.94,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,October,2,monthly_average,wholesale,raw_sugar,PHP/LKg,1700.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,October,2,monthly_average,wholesale,refined_sugar,PHP/LKg,2121.95,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,October,2,monthly_average,wholesale,refined_sugar,PHP/LKg,2150.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,October,2,monthly_average,wholesale,washed_sugar,PHP/LKg,1855.36,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,October,2,monthly_average,wholesale,washed_sugar,PHP/LKg,1800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,November,3,monthly_average,retail_wet_market,raw_sugar,PHP/kg,44.96,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,November,3,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,November,3,monthly_average,retail_wet_market,refined_sugar,PHP/kg,52.55,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,November,3,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,November,3,monthly_average,retail_wet_market,washed_sugar,PHP/kg,47.05,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,November,3,monthly_average,retail_wet_market,washed_sugar,PHP/kg,48.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,November,3,monthly_average,wholesale,raw_sugar,PHP/LKg,1695.28,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,November,3,monthly_average,wholesale,raw_sugar,PHP/LKg,1700.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,November,3,monthly_average,wholesale,refined_sugar,PHP/LKg,2118.61,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,November,3,monthly_average,wholesale,refined_sugar,PHP/LKg,2100.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,November,3,monthly_average,wholesale,washed_sugar,PHP/LKg,1852.86,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,November,3,monthly_average,wholesale,washed_sugar,PHP/LKg,1800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,December,4,monthly_average,retail_wet_market,raw_sugar,PHP/kg,44.28,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,December,4,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,December,4,monthly_average,retail_wet_market,refined_sugar,PHP/kg,52.54,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,December,4,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,December,4,monthly_average,retail_wet_market,washed_sugar,PHP/kg,46.73,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,December,4,monthly_average,retail_wet_market,washed_sugar,PHP/kg,48.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,December,4,monthly_average,wholesale,raw_sugar,PHP/LKg,1700.89,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,December,4,monthly_average,wholesale,raw_sugar,PHP/LKg,1700.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,December,4,monthly_average,wholesale,refined_sugar,PHP/LKg,2152.44,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,December,4,monthly_average,wholesale,refined_sugar,PHP/LKg,2200.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,December,4,monthly_average,wholesale,washed_sugar,PHP/LKg,1852.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,December,4,monthly_average,wholesale,washed_sugar,PHP/LKg,1900.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,44.88,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,44.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,53.09,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,55.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,46.95,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,45.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,1711.11,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,1700.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,2165.56,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,2150.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,January,5,monthly_average,wholesale,washed_sugar,PHP/LKg,1847.14,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,January,5,monthly_average,wholesale,washed_sugar,PHP/LKg,1800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.27,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,44.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,53.23,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,55.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,47.25,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,48.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,1719.45,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,1700.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,2172.64,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,2200.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,1849.29,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,1800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,44.89,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,53.07,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,55.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,46.99,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,45.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,1740.61,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,1700.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,2202.72,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,2200.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,1860.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,1800.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,44.82,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,45.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,52.57,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
2020-2021,2020,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.0,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_10_lattice.csv
2020-2021,2020,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,46.57,2020-2025,data\extracted\metro_manila_prices\2020-2025\table_09_lattice.csv
